Filename,Date,Time,Species,Length (s),Sample Rate (Hz),Max Amp.
202252-18-31_Aphidoletes_aphidimyza_000006_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005185962
202252-18-31_Aphidoletes_aphidimyza_000006_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.004844208
202252-18-31_Aphidoletes_aphidimyza_000006_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005547916
202252-18-31_Aphidoletes_aphidimyza_000007_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0052432814
202252-18-31_Aphidoletes_aphidimyza_000007_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.013716964
202252-18-31_Aphidoletes_aphidimyza_000007_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.010064447
202252-18-31_Aphidoletes_aphidimyza_000007_s4_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.008153421
202252-18-31_Aphidoletes_aphidimyza_000007_s5_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005718224
202252-18-31_Aphidoletes_aphidimyza_000007_s6_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0054519605
202252-18-31_Aphidoletes_aphidimyza_000007_s7_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0057075885
202252-18-31_Aphidoletes_aphidimyza_000007_s8_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006181731
202252-18-31_Aphidoletes_aphidimyza_000007_s9_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.004954115
202252-18-31_Aphidoletes_aphidimyza_000007_s10_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006185688
202252-18-31_Aphidoletes_aphidimyza_000007_s11_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0064697494
202252-18-31_Aphidoletes_aphidimyza_000007_s12_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0080384435
202252-18-31_Aphidoletes_aphidimyza_000007_s13_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0059070885
202252-18-31_Aphidoletes_aphidimyza_000007_s14_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0060662352
202252-18-31_Aphidoletes_aphidimyza_000008_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0064385803
202252-18-31_Aphidoletes_aphidimyza_000008_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0064285602
202252-18-31_Aphidoletes_aphidimyza_000009_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005890282
202252-18-31_Aphidoletes_aphidimyza_000009_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0061143986
202252-18-31_Aphidoletes_aphidimyza_000009_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006495676
202252-18-31_Aphidoletes_aphidimyza_000009_s4_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.004934576
202252-18-31_Aphidoletes_aphidimyza_000009_s5_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.018317277
202252-18-31_Aphidoletes_aphidimyza_000009_s6_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0049482356
202252-18-31_Aphidoletes_aphidimyza_000009_s7_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006796456
202252-18-31_Aphidoletes_aphidimyza_000009_s8_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.09898667
202252-18-31_Aphidoletes_aphidimyza_000010_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0057501313
202252-18-31_Aphidoletes_aphidimyza_000010_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005741154
202252-18-31_Aphidoletes_aphidimyza_000010_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0068616103
202252-18-31_Aphidoletes_aphidimyza_000010_s4_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0051274057
202252-18-31_Aphidoletes_aphidimyza_000011_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0066334186
202252-18-31_Aphidoletes_aphidimyza_000011_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0073354826
202252-18-31_Aphidoletes_aphidimyza_000011_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0073629594
202252-18-31_Aphidoletes_aphidimyza_000011_s4_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0060142544
202252-18-31_Aphidoletes_aphidimyza_000011_s5_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0056176577
202252-18-31_Aphidoletes_aphidimyza_000011_s6_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0066839983
202252-18-31_Aphidoletes_aphidimyza_000011_s7_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.00628377
202252-18-31_Aphidoletes_aphidimyza_000011_s8_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007816284
202252-18-31_Aphidoletes_aphidimyza_000011_s9_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0055361837
202252-18-31_Aphidoletes_aphidimyza_000011_s10_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005422706
202252-18-31_Aphidoletes_aphidimyza_000011_s11_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007078035
202252-18-31_Aphidoletes_aphidimyza_000011_s12_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.02128084
202252-18-31_Aphidoletes_aphidimyza_000011_s13_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0062797614
202252-18-31_Aphidoletes_aphidimyza_000011_s14_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.00622689
202252-18-31_Aphidoletes_aphidimyza_000011_s15_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0057455236
202252-18-31_Aphidoletes_aphidimyza_000011_s16_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005776656
202252-18-31_Aphidoletes_aphidimyza_000011_s17_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0049644057
202252-18-31_Aphidoletes_aphidimyza_000011_s18_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.009934092
202252-18-31_Aphidoletes_aphidimyza_000011_s19_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.008169595
202252-18-31_Aphidoletes_aphidimyza_000011_s20_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007217727
202252-18-31_Aphidoletes_aphidimyza_000011_s21_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0061460347
202252-18-31_Aphidoletes_aphidimyza_000011_s22_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0060625803
202252-18-31_Aphidoletes_aphidimyza_000011_s23_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.03286106
202252-18-31_Aphidoletes_aphidimyza_000011_s24_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.008654559
202252-18-31_Aphidoletes_aphidimyza_000011_s25_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0060658297
202252-18-31_Aphidoletes_aphidimyza_000011_s26_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.008023797
202252-18-31_Aphidoletes_aphidimyza_000011_s27_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0055233426
202252-18-31_Aphidoletes_aphidimyza_000011_s28_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.009525533
202252-18-31_Aphidoletes_aphidimyza_000011_s29_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0067579956
202252-18-31_Aphidoletes_aphidimyza_000011_s30_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.01604252
202252-18-31_Aphidoletes_aphidimyza_000011_s31_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005441428
202252-18-31_Aphidoletes_aphidimyza_000012_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005901485
202252-18-31_Aphidoletes_aphidimyza_000012_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0058053276
202252-18-31_Aphidoletes_aphidimyza_000012_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.020156987
202252-18-31_Aphidoletes_aphidimyza_000012_s4_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0063447515
202252-18-31_Aphidoletes_aphidimyza_000012_s5_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.012138459
202252-18-31_Aphidoletes_aphidimyza_000012_s6_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0064841635
202252-18-31_Aphidoletes_aphidimyza_000012_s7_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0048369663
202252-18-31_Aphidoletes_aphidimyza_000012_s8_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0060295686
202252-18-31_Aphidoletes_aphidimyza_000012_s9_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.004944584
202252-18-31_Aphidoletes_aphidimyza_000012_s10_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0045883134
202252-18-31_Aphidoletes_aphidimyza_000013_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0054057953
202252-18-31_Aphidoletes_aphidimyza_000013_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006584387
202252-18-31_Aphidoletes_aphidimyza_000013_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0057545197
202252-18-31_Aphidoletes_aphidimyza_000013_s4_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005903445
202252-18-31_Aphidoletes_aphidimyza_000013_s5_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0063609197
202252-18-31_Aphidoletes_aphidimyza_000014_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006270383
202252-18-31_Aphidoletes_aphidimyza_000014_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.026749028
202252-18-31_Aphidoletes_aphidimyza_000015_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007144706
202252-18-31_Aphidoletes_aphidimyza_000015_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005840369
202252-18-31_Aphidoletes_aphidimyza_000015_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005244958
202252-18-31_Aphidoletes_aphidimyza_000015_s4_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007823842
202252-18-31_Aphidoletes_aphidimyza_000015_s5_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007126461
202252-18-31_Aphidoletes_aphidimyza_000015_s6_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.010403654
202252-18-31_Aphidoletes_aphidimyza_000015_s7_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0074469745
202252-18-31_Aphidoletes_aphidimyza_000015_s8_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.008418057
202252-18-31_Aphidoletes_aphidimyza_000015_s9_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007294256
202252-18-31_Aphidoletes_aphidimyza_000015_s10_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.07148388
202252-18-31_Aphidoletes_aphidimyza_000015_s11_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.051018205
202252-18-31_Aphidoletes_aphidimyza_000015_s12_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0054256506
202252-18-31_Aphidoletes_aphidimyza_000015_s13_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006443083
202252-18-31_Aphidoletes_aphidimyza_000015_s14_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.010732714
202252-18-31_Aphidoletes_aphidimyza_000015_s15_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007533029
202252-18-31_Aphidoletes_aphidimyza_000015_s16_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007312826
202252-18-31_Aphidoletes_aphidimyza_000015_s17_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.009304802
202252-18-31_Aphidoletes_aphidimyza_000015_s18_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.010814058
202252-18-31_Aphidoletes_aphidimyza_000015_s19_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0065286933
202252-18-31_Aphidoletes_aphidimyza_000015_s20_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0063275076
202252-18-31_Aphidoletes_aphidimyza_000015_s21_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0060529574
202252-18-31_Aphidoletes_aphidimyza_000015_s22_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0071826596
202252-18-31_Aphidoletes_aphidimyza_000015_s23_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0065955156
202252-18-31_Aphidoletes_aphidimyza_000015_s24_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0065607782
202252-18-31_Aphidoletes_aphidimyza_000015_s25_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0053243297
202252-18-31_Aphidoletes_aphidimyza_000015_s26_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0055081593
202252-18-31_Aphidoletes_aphidimyza_000015_s27_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0050455476
202252-18-31_Aphidoletes_aphidimyza_000015_s28_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0074500064
202252-18-31_Aphidoletes_aphidimyza_000015_s29_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0049051987
202252-18-31_Aphidoletes_aphidimyza_000015_s30_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0064126276
202252-18-31_Aphidoletes_aphidimyza_000015_s31_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0052800095
202252-18-31_Aphidoletes_aphidimyza_000015_s32_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0055723684
202252-18-31_Aphidoletes_aphidimyza_000015_s33_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005380847
202252-18-31_Aphidoletes_aphidimyza_000015_s34_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005805952
202252-18-31_Aphidoletes_aphidimyza_000015_s35_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0062191915
202252-18-31_Aphidoletes_aphidimyza_000015_s36_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005099741
202252-18-31_Aphidoletes_aphidimyza_000015_s37_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005370002
202252-18-31_Aphidoletes_aphidimyza_000015_s38_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.012990838
202252-18-31_Aphidoletes_aphidimyza_000015_s39_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0083816275
202252-18-31_Aphidoletes_aphidimyza_000015_s40_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0143192215
202252-18-31_Aphidoletes_aphidimyza_000015_s41_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0050043887
202252-18-31_Aphidoletes_aphidimyza_000015_s42_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0068013933
202252-18-31_Aphidoletes_aphidimyza_000015_s43_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006247525
202252-18-31_Aphidoletes_aphidimyza_000015_s44_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005390961
202252-18-31_Aphidoletes_aphidimyza_000015_s45_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0049795965
202252-18-31_Aphidoletes_aphidimyza_000015_s46_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.004939788
202252-18-31_Aphidoletes_aphidimyza_000015_s47_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005305958
202252-18-31_Aphidoletes_aphidimyza_000015_s48_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.01544681
202252-18-31_Aphidoletes_aphidimyza_000015_s49_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006091954
202252-18-31_Aphidoletes_aphidimyza_000015_s50_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.020851389
202252-18-31_Aphidoletes_aphidimyza_000015_s51_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0048257643
202252-18-31_Aphidoletes_aphidimyza_000016_s1_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.004971437
202252-18-31_Aphidoletes_aphidimyza_000016_s2_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.004509965
202252-18-31_Aphidoletes_aphidimyza_000016_s3_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0064212037
202252-18-31_Aphidoletes_aphidimyza_000016_s4_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0046914616
202252-18-31_Aphidoletes_aphidimyza_000016_s5_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005483007
202252-18-31_Aphidoletes_aphidimyza_000016_s6_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005780625
202252-18-31_Aphidoletes_aphidimyza_000016_s7_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0053530876
202252-18-31_Aphidoletes_aphidimyza_000016_s8_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0062647345
202252-18-31_Aphidoletes_aphidimyza_000016_s9_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.016082607
202252-18-31_Aphidoletes_aphidimyza_000016_s10_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.011570914
202252-18-31_Aphidoletes_aphidimyza_000016_s11_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0068938266
202252-18-31_Aphidoletes_aphidimyza_000016_s12_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.008514645
202252-18-31_Aphidoletes_aphidimyza_000016_s13_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.010613367
202252-18-31_Aphidoletes_aphidimyza_000016_s14_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0058883475
202252-18-31_Aphidoletes_aphidimyza_000016_s15_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.011419878
202252-18-31_Aphidoletes_aphidimyza_000016_s16_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.012450775
202252-18-31_Aphidoletes_aphidimyza_000016_s17_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.011194256
202252-18-31_Aphidoletes_aphidimyza_000016_s18_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.023306135
202252-18-31_Aphidoletes_aphidimyza_000016_s19_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0087074265
202252-18-31_Aphidoletes_aphidimyza_000016_s20_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.007840827
202252-18-31_Aphidoletes_aphidimyza_000016_s21_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0052303714
202252-18-31_Aphidoletes_aphidimyza_000016_s22_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.010820026
202252-18-31_Aphidoletes_aphidimyza_000016_s23_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.035114348
202252-18-31_Aphidoletes_aphidimyza_000016_s24_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0064756246
202252-18-31_Aphidoletes_aphidimyza_000016_s25_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.008656335
202252-18-31_Aphidoletes_aphidimyza_000016_s26_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.009356868
202252-18-31_Aphidoletes_aphidimyza_000016_s27_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0054011033
202252-18-31_Aphidoletes_aphidimyza_000016_s28_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.005474509
202252-18-31_Aphidoletes_aphidimyza_000016_s29_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.006066309
202252-18-31_Aphidoletes_aphidimyza_000016_s30_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0051305993
202252-18-31_Aphidoletes_aphidimyza_000016_s31_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0068433513
202252-18-31_Aphidoletes_aphidimyza_000016_s32_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0057500536
202252-18-31_Aphidoletes_aphidimyza_000016_s33_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0095931655
202252-18-31_Aphidoletes_aphidimyza_000016_s34_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.008521579
202252-18-31_Aphidoletes_aphidimyza_000016_s35_ch0.wav,2022/05/02,18:31,Aphidoletes aphidimyza,2.5,16000,0.0058860355
